FeatureIndex	FileName	MonoisotopicMass	AverageMass	MassCount	StartRetentionTime	EndRetentionTime	RetentionTimeDuration	ApexRetentionTime	SumIntensity	MaxIntensity	MinCharge	MaxCharge	ChargeCount	IsotopeCosineScore	ChargeIntensityCosineScore
1	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7476.028170	7480.698670	46	2543.07	2718.02	174.95	2561.27	3.45374e+11	2.13553e+10	5	14	10	0.993812	0.988769
2	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	5419.700964	5423.075833	36	1490.53	1660.82	170.286	1504.41	3.42476e+11	2.09204e+10	4	10	7	0.999683	0.970285
3	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7559.458103	7564.181023	14	971.176	1184.86	213.687	992.942	7.43123e+10	1.99932e+10	5	15	11	0.999914	0.860365
4	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7559.458494	7564.181414	14	812.629	909.981	97.3524	909.981	5.69454e+10	1.93065e+10	6	15	10	0.999755	0.869479
5	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7560.447239	7565.183486	73	822.86	1189.74	366.883	903.324	5.37089e+11	1.84719e+10	5	15	11	0.971725	0.853982
6	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	6805.461332	6809.755770	39	2205.09	2436.95	231.855	2324.27	2.45462e+11	1.72365e+10	5	12	8	0.999525	0.946163
7	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	6620.456504	6624.545504	16	1454.97	1592.73	137.766	1477.47	6.9404e+10	1.61767e+10	5	13	9	0.997564	0.988655
8	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7575.453963	7580.190210	16	807.834	992.942	185.108	826.646	4.17723e+10	1.56572e+10	5	15	11	0.999363	0.882499
9	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7591.426817	7596.174261	22	1023.34	1254.72	231.384	1099.09	1.04625e+11	1.4987e+10	5	15	11	0.999356	0.884735
10	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7935.728842	7940.686672	31	1051.59	1263.9	212.308	1141.81	1.49107e+11	1.44803e+10	6	15	10	0.999364	0.941747
11	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	8098.797833	8103.847092	16	1291.68	1369	77.3202	1348.18	9.84732e+10	1.3625e+10	6	16	11	0.99968	0.903517
12	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	5420.721896	5424.108163	13	1507.33	1623.38	116.051	1534.73	5.50696e+10	1.25174e+10	4	10	7	0.977947	0.918307
13	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7592.419391	7597.166834	26	1023.34	1189.74	166.404	1097.85	1.16102e+11	1.16551e+10	6	15	10	0.971277	0.869689
14	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7576.446604	7581.182852	24	807.834	977.534	169.7	826.646	5.95894e+10	1.10689e+10	6	15	10	0.970244	0.86985
15	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	6806.474886	6810.769323	19	2314.05	2436.95	122.895	2329.17	7.15856e+10	1.03179e+10	5	11	7	0.960263	0.885021
16	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7936.745771	7941.703601	17	1108.85	1240.93	132.076	1121.97	6.72683e+10	1.02039e+10	6	15	10	0.973616	0.916642
17	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	6621.446873	6625.535873	17	1454.97	1606.82	151.851	1482.5	4.44666e+10	9.9125e+09	5	13	9	0.940741	0.987211
18	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7195.552652	7200.068770	22	2142.36	2225.32	82.9567	2159.97	7.41933e+10	9.79061e+09	5	14	10	0.996085	0.962464
19	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7561.446260	7566.182508	31	838.729	1197.67	358.936	903.324	1.42223e+11	8.80159e+09	6	15	10	0.889871	0.892631
20	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	5776.789247	5780.372840	17	1364.68	1469.68	105.006	1424.81	5.7219e+10	8.4576e+09	4	11	8	0.998869	0.8529
21	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7492.013702	7496.700162	22	2487.63	2586.82	99.1894	2512.01	7.39398e+10	8.45307e+09	6	13	8	0.99393	0.989729
22	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7477.009532	7481.680032	11	2620.78	2712.54	91.7664	2620.78	1.08117e+10	8.02454e+09	6	14	9	0.951936	0.908282
23	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7606.997588	7611.756334	100	3738.42	4543.36	804.938	3782.82	6.60149e+10	7.58159e+09	5	14	10	0.995374	0.963849
24	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	10124.426963	10130.772740	31	2800.43	2929.17	128.743	2835.87	8.54361e+10	7.33459e+09	7	18	12	0.999184	0.991127
25	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7593.409995	7598.157439	14	1037.43	1181.16	143.724	1097.85	3.60326e+10	7.01374e+09	6	15	10	0.892375	0.85956
26	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	11667.092345	11674.358069	48	3213.09	3507.26	294.17	3301.54	6.47921e+10	6.20988e+09	8	21	14	0.999243	0.976948
27	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7562.427866	7567.164114	26	859.327	1081.63	222.304	972.085	8.01705e+10	5.91078e+09	6	15	10	0.843754	0.823131
28	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	10704.857697	10711.545179	24	1499.42	1638.38	138.959	1571.21	4.91423e+10	5.65918e+09	7	21	15	0.996601	0.977832
29	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	6807.466131	6811.760569	4	2318.81	2412.16	93.3443	2318.81	1.1957e+10	5.62899e+09	5	11	7	0.84706	0.928703
30	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7577.434674	7582.170921	5	826.646	898.304	71.6575	826.646	1.18265e+10	5.55416e+09	6	15	10	0.907108	0.836869
31	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7951.716811	7956.686082	7	807.834	890.785	82.9507	878.637	1.17166e+10	5.53401e+09	6	15	10	0.99881	0.946097
32	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7967.718028	7972.698739	19	1181.16	1295.04	113.884	1239.51	2.88876e+10	5.46537e+09	6	15	10	0.994912	0.937997
33	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7594.406072	7599.153515	8	1024.59	1103.94	79.3477	1081.63	1.64604e+10	5.37799e+09	6	15	10	0.859279	0.903164
34	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7590.441750	7595.189193	9	1023.34	1061.2	37.8643	1061.2	1.75271e+10	4.90679e+09	6	15	10	0.980676	0.901696
35	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	5777.772271	5781.355864	10	1384.69	1459.14	74.4487	1426.67	2.45526e+10	4.90648e+09	4	11	8	0.970219	0.828504
36	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7563.451150	7568.187398	4	888.945	961.713	72.7673	947.21	1.22533e+10	4.82247e+09	6	15	10	0.794626	0.887839
37	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	10305.448653	10311.896716	26	2180.92	2304.7	123.774	2192.11	4.10181e+10	4.78629e+09	7	20	14	0.999899	0.984491
38	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	6622.441103	6626.530102	6	1464.24	1504.41	40.1681	1464.24	1.9373e+10	4.78356e+09	5	13	9	0.9324	0.933017
39	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7587.457449	7592.204892	7	1029.36	1051.59	22.2365	1032.46	2.00901e+10	4.7773e+09	5	15	11	0.994382	0.897999
40	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	8099.811885	8104.861145	11	1295.04	1429.72	134.68	1346.93	6.81224e+09	4.76342e+09	6	16	11	0.970443	0.908248
41	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7622.995474	7627.767999	10	3714.61	3786.98	72.3639	3731.99	1.16145e+10	4.74521e+09	6	13	8	0.99786	0.947611
42	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7588.438303	7593.185746	7	1029.36	1056.35	26.9944	1056.35	2.29578e+10	4.72601e+09	6	15	10	0.99303	0.88269
43	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7589.432725	7594.180168	4	1029.36	1056.35	26.9944	1056.35	1.14098e+10	4.71228e+09	6	15	10	0.982409	0.887467
44	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	6837.433791	6841.741730	18	2412.16	2490.31	78.1494	2429.77	2.57761e+10	4.66559e+09	5	12	8	0.998416	0.970202
45	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	6636.453542	6640.542541	22	1341.8	1452.63	110.827	1406.99	2.08371e+10	4.58483e+09	5	13	9	0.998409	0.983609
46	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	5451.671078	5455.073273	11	1628.21	1670.81	42.599	1643.9	2.06442e+10	4.51324e+09	5	10	6	0.996921	0.973184
47	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7227.504324	7232.043222	16	2205.09	2297.96	92.8664	2270.15	2.16904e+10	4.39676e+09	5	14	10	0.995453	0.965922
48	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7478.985320	7483.655820	7	2546.12	2653.89	107.772	2555.91	1.59924e+10	4.35295e+09	6	13	8	0.839583	0.968888
49	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7477.970063	7482.640563	6	2552.13	2661.23	109.097	2552.13	1.85057e+10	4.28594e+09	6	13	8	0.870375	0.953428
50	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	11668.124878	11675.390602	19	3278.54	3455.54	177.004	3303.14	1.97203e+10	4.27329e+09	8	20	13	0.962436	0.971233
51	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7259.382981	7263.937807	8	1259.13	1291.68	32.5505	1274.21	1.35154e+10	4.18887e+09	6	14	9	0.999833	0.901969
52	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	11070.696636	11077.590024	9	2445.31	2477.14	31.831	2451.58	1.69835e+10	4.16643e+09	7	21	15	0.999655	0.955176
53	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7578.433821	7583.170068	7	812.629	884.606	71.9773	831.643	9.42992e+09	4.1174e+09	6	15	10	0.866311	0.852544
54	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	5419.703360	5423.078229	12	1274.21	1350.36	76.1457	1328.2	1.46063e+10	4.0795e+09	4	10	7	0.999008	0.963638
55	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7211.535505	7216.063015	44	2019.87	2180.92	161.053	2059.49	4.14795e+10	4.07447e+09	6	14	9	0.994712	0.972113
56	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7624.391906	7629.164431	11	1197.67	1295.04	97.3751	1259.13	1.55488e+10	3.99187e+09	6	15	10	0.974092	0.870465
57	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7750.004249	7754.856411	12	3003.76	3060.83	57.0699	3025.1	1.88142e+10	3.83162e+09	5	14	10	0.998871	0.973194
58	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7608.415154	7613.173900	9	816.659	881.742	65.0834	869.25	1.26024e+10	3.53274e+09	6	15	10	0.968213	0.882367
59	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7938.760346	7943.718176	8	1114.19	1192.85	78.6561	1152.55	1.87278e+10	3.51654e+09	6	15	10	0.858921	0.898428
60	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7952.728696	7957.697968	5	876.675	898.304	21.6282	878.637	8.3367e+09	3.49324e+09	6	15	10	0.968003	0.912506
61	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	6836.432780	6840.740719	10	2379.69	2473.87	94.1814	2426.69	8.12566e+09	3.45761e+09	5	12	8	0.983528	0.964354
62	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	10688.857060	10695.539709	64	1575.86	1955.1	379.235	1735.5	7.81211e+10	3.44713e+09	7	21	15	0.996609	0.985627
63	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	6637.441730	6641.530730	9	1372.94	1429.72	56.7769	1406.99	1.16365e+10	3.35462e+09	5	13	9	0.946257	0.990298
64	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	11071.695419	11078.588808	11	2444.06	2477.14	33.0827	2451.58	1.65284e+10	3.35459e+09	8	20	13	0.964404	0.948878
65	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7492.961877	7497.648337	8	2487.63	2543.07	55.4389	2512.92	6.29127e+09	3.24319e+09	6	14	9	0.935901	0.945957
66	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	12579.810239	12587.695358	15	2487.63	2524.99	37.3619	2507.47	2.41337e+10	3.18622e+09	9	24	16	0.99816	0.995276
67	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7963.737245	7968.717956	7	1184.86	1240.93	56.0623	1197.67	1.17125e+10	3.1328e+09	6	15	10	0.998542	0.93461
68	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	5240.710261	5243.993847	6	884.606	909.981	25.3751	896.071	9.62328e+09	3.13039e+09	5	10	6	0.999085	0.943361
69	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7607.433360	7612.192106	11	812.629	888.945	76.3168	864.207	8.39325e+09	3.07696e+09	6	15	10	0.997017	0.854499
70	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	11669.126189	11676.391914	5	3313.58	3407.1	93.5217	3313.58	5.80498e+09	3.04225e+09	8	20	12	0.893803	0.967375
71	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	13787.504335	13796.104646	12	1977.77	2031.22	53.4458	2000.41	1.56061e+10	3.01135e+09	9	26	18	0.994485	0.990149
72	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7968.736259	7973.716970	14	1197.67	1305.24	107.573	1222.27	8.74504e+09	3.00478e+09	6	15	10	0.95933	0.912194
73	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	5808.764205	5812.370286	4	1452.63	1466.23	13.599	1454.97	7.73572e+09	2.96747e+09	4	11	8	0.994961	0.838373
74	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	10705.822848	10712.510330	16	1499.42	1628.21	128.787	1597.98	2.21378e+10	2.95194e+09	8	21	14	0.947936	0.968084
75	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	10125.347992	10131.693769	6	2827.03	2909.05	82.0171	2827.03	5.40459e+09	2.91503e+09	7	17	11	0.969286	0.849211
76	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7969.730978	7974.711689	8	1224.58	1300.31	75.7271	1240.93	9.58974e+09	2.86741e+09	6	15	10	0.896545	0.907365
77	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	10140.408557	10146.765727	46	2624.65	2852.65	227.999	2771.5	3.70022e+10	2.76949e+09	7	20	14	0.999296	0.987229
78	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	8114.778809	8119.839484	13	1279.15	1346.93	67.783	1287.06	9.04488e+09	2.7365e+09	6	16	11	0.999596	0.917713
79	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	6833.450339	6837.758278	10	2358.48	2418	59.5245	2412.16	6.8654e+09	2.62543e+09	5	12	8	0.992132	0.953037
80	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7966.718573	7971.699284	9	1202.55	1341.8	139.252	1246.29	9.38617e+09	2.54644e+09	6	15	10	0.99282	0.924291
81	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	10601.866011	10608.498152	18	1536.54	1606.82	70.274	1561	1.57191e+10	2.44639e+09	8	21	14	0.997516	0.981416
82	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7342.989200	7347.596296	23	3070.59	3164.36	93.7757	3097.05	2.00501e+10	2.42507e+09	5	14	10	0.997879	0.96835
83	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7625.390491	7630.163015	5	1202.55	1270.37	67.8262	1259.13	6.67464e+09	2.42053e+09	6	15	10	0.89872	0.840881
84	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7606.426168	7611.184914	5	853.741	884.606	30.8649	864.207	5.13993e+09	2.41869e+09	5	15	11	0.987828	0.880653
85	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	5241.705516	5244.989102	6	884.606	915.72	31.114	890.785	6.67143e+09	2.4029e+09	5	10	6	0.967307	0.917631
86	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	10918.915839	10925.717885	43	1638.38	1924.95	286.568	1682.01	4.86916e+10	2.3728e+09	7	21	15	0.997977	0.985417
87	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	11683.080146	11690.359838	53	2977.33	3422.45	445.12	3217.4	3.20678e+10	2.35315e+09	8	21	14	0.999075	0.971376
88	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	8881.505847	8887.033200	20	3598.27	3681.26	82.9836	3613.12	1.53353e+10	2.3478e+09	6	16	11	0.998699	0.956422
89	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	6835.436433	6839.744372	3	2398.26	2421.11	22.8486	2421.11	4.13719e+09	2.33539e+09	5	12	8	0.990117	0.952864
90	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7623.390573	7628.163097	7	1192.85	1284.39	91.5434	1254.72	6.19336e+09	2.31928e+09	6	15	10	0.998531	0.861244
91	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7579.439139	7584.175387	4	833.924	878.637	44.7132	843.42	4.01847e+09	2.28725e+09	6	15	10	0.816959	0.919398
92	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	5420.720204	5424.106470	4	1274.21	1341.8	67.5889	1328.2	2.81227e+09	2.28663e+09	5	10	6	0.931348	0.920884
93	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	6809.463812	6813.758249	4	2329.17	2394.86	65.6903	2329.17	5.73008e+09	2.27305e+09	6	11	6	0.809528	0.945767
94	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7196.522428	7201.038545	10	2135.7	2232.2	96.5018	2176.28	4.17263e+09	2.21529e+09	6	13	8	0.987431	0.896502
95	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	15409.344411	15418.991749	8	2712.54	2730.16	17.6208	2719.31	8.03126e+09	2.212e+09	13	30	18	0.99636	0.995193
96	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	13786.505458	13795.105769	8	1973.53	2031.22	57.6832	1992.16	9.37005e+09	2.19758e+09	9	27	19	0.993305	0.996339
97	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	6838.450158	6842.758097	6	2429.77	2451.58	21.8023	2429.77	8.59929e+09	2.19283e+09	6	12	7	0.939287	0.922823
98	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7751.026417	7755.878580	6	3003.76	3037.36	33.5959	3015.52	9.68142e+09	2.16566e+09	5	14	9	0.933409	0.949983
99	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	15410.338323	15419.985661	6	2719.31	2730.16	10.8487	2719.31	5.73841e+09	2.13788e+09	13	29	16	0.995339	0.99945
100	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	10919.900601	10926.702646	26	1628.21	1806.07	177.861	1692.36	2.37587e+10	2.06874e+09	7	21	15	0.957171	0.981829
101	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7964.743408	7969.724118	7	1175.68	1207.32	31.6485	1197.67	7.47874e+09	1.98027e+09	6	15	10	0.974153	0.904841
102	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7504.006643	7508.704432	19	2658.54	2739.19	80.6519	2666.29	7.62432e+09	1.95057e+09	6	14	9	0.992648	0.986682
103	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7965.735985	7970.716696	8	1184.86	1320.74	135.882	1197.67	4.49891e+09	1.91046e+09	6	15	10	0.935909	0.926819
104	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	8129.781036	8134.853123	7	1384.69	1459.14	74.4487	1436.33	4.68655e+09	1.8958e+09	6	15	10	0.983616	0.939522
105	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7591.432245	7596.179688	12	812.629	884.606	71.9773	853.741	7.29234e+09	1.85374e+09	6	15	10	0.992232	0.872218
106	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7605.448756	7610.207502	4	848.553	861.093	12.5403	853.741	3.65344e+09	1.83372e+09	6	15	10	0.976439	0.860378
107	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	6834.447254	6838.755193	4	2390.96	2412.16	21.2004	2412.16	4.08169e+09	1.83107e+09	5	12	8	0.975905	0.883486
108	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7592.418840	7597.166283	8	812.629	861.093	48.4645	853.741	5.81373e+09	1.78945e+09	6	15	10	0.956041	0.870507
109	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	11086.674951	11093.584337	7	2257.54	2302.94	45.4029	2287.91	5.08896e+09	1.761e+09	8	20	13	0.997801	0.954992
110	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	8130.770456	8135.842543	11	1392.42	1452.63	60.2044	1436.33	9.08955e+09	1.74261e+09	6	16	11	0.99934	0.879826
111	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	8864.922466	8870.436322	8	816.659	881.742	65.0834	871.081	4.12762e+09	1.73423e+09	7	17	11	0.997654	0.926276
112	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	6455.642921	6459.629816	18	3116.44	3194.32	77.8778	3145.96	1.48812e+10	1.70074e+09	5	12	8	0.998428	0.989271
113	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	6280.095617	6283.991347	4	1369	1379.88	10.8739	1372.94	3.65406e+09	1.67645e+09	5	12	8	0.999371	0.981629
114	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	5807.773108	5811.379188	6	1449.54	1469.68	20.1438	1452.63	4.89452e+09	1.66547e+09	5	11	7	0.977059	0.804112
115	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	8882.487850	8888.015203	12	3604.34	3700.78	96.4398	3613.12	7.29585e+09	1.66289e+09	6	15	10	0.959517	0.880861
116	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	11085.687529	11092.596915	4	2275.66	2302.94	27.2808	2295.31	3.57402e+09	1.65722e+09	8	20	12	0.965315	0.960681
117	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7475.945410	7480.615910	7	3717.05	3766.38	49.3308	3731.99	5.11171e+09	1.64853e+09	6	13	8	0.993921	0.958305
118	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7606.086497	7610.845243	5	3734.62	3786.98	52.3586	3786.07	2.8113e+09	1.60971e+09	5	13	8	0.985125	0.837026
119	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7781.963650	7786.841306	9	3065.62	3110.55	44.9264	3070.59	8.56464e+09	1.60423e+09	5	14	10	0.998713	0.982379
120	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	8115.785453	8120.846128	5	1295.04	1364.68	69.6363	1295.04	2.14885e+09	1.60328e+09	7	16	10	0.973456	0.907508
121	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	10689.839476	10696.522124	29	1623.38	1858.88	235.498	1747.29	1.88045e+10	1.59413e+09	8	21	14	0.951176	0.984246
122	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	11670.062881	11677.328605	2	3294.58	3313.58	18.9987	3313.58	2.89367e+09	1.58891e+09	8	18	11	0.886075	0.960382
123	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7204.320594	7208.848103	10	1197.67	1263.9	66.2339	1248.99	6.07972e+09	1.58621e+09	6	14	9	0.999428	0.916462
124	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	6808.490061	6812.784498	3	2379.69	2398.26	18.5772	2379.69	2.7282e+09	1.56979e+09	6	11	6	0.800935	0.939428
125	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	11684.094652	11691.374343	14	3187.91	3308.03	120.124	3226.7	6.4892e+09	1.56683e+09	8	19	12	0.968052	0.965575
126	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	11671.098503	11678.364228	3	3317.47	3358.59	41.1213	3317.47	2.32973e+09	1.54935e+09	9	18	10	0.863847	0.980815
127	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	13534.161764	13542.602851	2	3124.77	3141.16	16.3929	3124.77	2.19287e+09	1.49001e+09	9	22	14	0.992133	0.960872
128	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	12595.802519	12603.701636	16	2403.16	2483.62	80.4573	2418	8.88377e+09	1.48549e+09	9	25	17	0.998602	0.994456
129	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	11148.967866	11155.911488	28	1648.53	1783.5	134.963	1682.01	1.86209e+10	1.48358e+09	8	22	15	0.999031	0.959503
130	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	3780.181617	3782.511255	3	861.093	898.304	37.2106	896.071	2.01949e+09	1.41852e+09	3	6	4	0.96199	0.981191
131	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	13535.138487	13543.579574	14	3104.09	3174.2	70.1015	3124.77	8.67577e+09	1.3878e+09	9	26	17	0.995807	0.973547
132	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7358.984132	7363.591228	14	2946.22	3003.76	57.549	2957.49	7.81904e+09	1.34336e+09	6	14	9	0.99678	0.969291
133	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	3779.668365	3781.984097	4	962.619	998.085	35.4659	971.176	2.96608e+09	1.34308e+09	3	7	5	0.960121	0.906171
134	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	6648.450049	6652.552881	32	1459.14	1623.38	164.244	1490.53	9.82672e+09	1.33827e+09	5	13	9	0.998932	0.988539
135	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	9217.861234	9223.573992	12	3520.18	3582.21	62.0272	3531.94	4.93124e+09	1.33823e+09	6	16	11	0.99965	0.965614
136	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7601.450321	7606.209067	4	1192.85	1212.54	19.6963	1202.55	2.57629e+09	1.32265e+09	6	14	9	0.998199	0.890884
137	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7343.960015	7348.567110	5	3070.59	3157.56	86.9779	3097.05	2.94019e+09	1.30285e+09	6	14	9	0.956892	0.890801
138	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7656.366284	7661.143055	6	1308.16	1322.86	14.7015	1318.64	4.92804e+09	1.28881e+09	6	15	10	0.972504	0.877973
139	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7782.984615	7787.862270	7	3065.62	3104.09	38.4748	3075.2	5.32141e+09	1.28803e+09	5	13	9	0.954673	0.95116
140	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7243.510896	7248.065721	44	1838.2	2154.76	316.555	2149.5	9.03799e+09	1.27729e+09	6	14	9	0.996449	0.973793
141	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	5451.676285	5455.078480	25	1300.31	1490.53	190.222	1357.35	1.38408e+10	1.27021e+09	4	10	7	0.997953	0.964091
142	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	11087.657412	11094.566797	9	2260.49	2297.96	37.4649	2292.76	5.78696e+09	1.25798e+09	8	20	13	0.974719	0.971914
143	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	15412.335137	15421.982476	4	2719.31	2735.53	16.2194	2719.31	2.21636e+09	1.22817e+09	15	27	13	0.91217	0.995408
144	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	10917.951694	10924.753739	10	1718.63	1901.12	182.495	1718.63	3.43832e+09	1.22648e+09	8	21	14	0.991801	0.940569
