FeatureIndex	FileName	MonoisotopicMass	AverageMass	MassCount	StartRetentionTime	EndRetentionTime	RetentionTimeDuration	ApexRetentionTime	SumIntensity	MaxIntensity	MinCharge	MaxCharge	ChargeCount	IsotopeCosineScore	ChargeIntensityCosineScore
332	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	14395.721893	14404.671751	7	3629.42	3681.26	51.8398	3629.42	2.14452e+09	5.21712e+08	12	26	15	0.933296	0.983019
333	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	16455.547318	16465.805875	6	3718.65	3770.45	51.8022	3734.62	1.49561e+09	5.20685e+08	14	29	16	0.993004	0.97591
334	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	12607.783228	12615.693772	10	2519.47	2550.03	30.5563	2523.74	3.23774e+09	5.20679e+08	11	23	13	0.99796	0.992061
335	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7997.696983	8002.691167	5	1246.29	1314.83	68.5411	1248.99	1.26199e+09	5.20498e+08	7	16	10	0.962981	0.923641
336	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	8883.454579	8888.981933	3	3604.34	3649.11	44.7744	3604.34	1.23346e+09	5.19958e+08	7	15	8	0.938429	0.958333
337	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7951.710509	7956.679781	20	1040.57	1287.06	246.491	1234.75	4.17644e+09	5.15233e+08	7	15	9	0.996236	0.928416
338	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	11115.708013	11122.628814	2	2275.66	2295.31	19.6459	2295.31	5.74425e+08	5.1138e+08	11	20	8	0.94665	0.726505
339	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	5483.640165	5487.055999	17	1774.02	1917.45	143.435	1866.16	3.51916e+09	5.07802e+08	5	10	6	0.997935	0.953772
340	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7475.001561	7479.672061	4	2658.54	2719.31	60.7745	2658.54	8.02185e+08	5.05454e+08	6	13	8	0.986806	0.968512
341	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	8677.286561	8682.669615	5	3700.78	3718.65	17.8761	3705.96	1.31205e+09	5.0505e+08	6	17	12	0.997415	0.969615
342	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7605.434459	7610.193205	5	1024.59	1046.95	22.3665	1024.59	1.69735e+09	5.04306e+08	6	15	10	0.975626	0.857111
343	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	8146.774159	8151.859687	8	1328.2	1377.78	49.5744	1341.8	2.26154e+09	5.03233e+08	7	16	10	0.994539	0.89287
344	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7996.702367	8001.696550	11	1239.51	1314.83	75.3257	1248.99	3.04948e+09	5.01908e+08	6	16	11	0.98957	0.897958
345	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7257.514912	7262.069737	5	2225.32	2295.31	69.9885	2295.31	1.05363e+09	5.01593e+08	6	13	8	0.982173	0.967347
346	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7504.012001	7508.709789	15	2815.3	2906.1	90.7996	2835.87	3.56402e+09	4.99544e+08	6	14	9	0.993402	0.994051
347	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	12577.785593	12585.670712	7	2403.16	2477.14	73.9814	2412.16	1.54604e+09	4.99242e+08	11	24	11	0.996073	0.990806
348	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	11102.712899	11109.633700	5	2169.68	2232.2	62.5182	2180.92	1.65975e+09	4.9913e+08	8	21	14	0.97796	0.957901
349	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	11101.680189	11108.600990	5	2174.31	2232.2	57.8907	2232.2	1.51039e+09	4.97822e+08	8	22	14	0.988018	0.940244
350	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	8913.493958	8919.026131	22	3260.39	3378.82	118.436	3265.82	3.4255e+09	4.94037e+08	6	14	9	0.999239	0.931107
351	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	12596.801764	12604.700882	3	2463.72	2473.87	10.1425	2473.87	1.01617e+09	4.93736e+08	12	24	13	0.957757	0.993006
352	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	12608.785095	12616.695639	4	2518.04	2533.11	15.0653	2520.73	1.32643e+09	4.92848e+08	13	23	11	0.964978	0.984783
353	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7972.712965	7977.693676	2	1224.58	1248.99	24.4052	1248.99	8.23382e+08	4.91485e+08	7	14	8	0.877529	0.936304
354	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	10322.467533	10328.926960	3	2132.87	2169.68	36.8103	2169.68	6.26165e+08	4.90145e+08	10	19	10	0.953955	0.971776
355	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	11099.668517	11106.577902	4	2477.14	2492.55	15.4071	2481.73	1.35947e+09	4.88789e+08	9	19	10	0.976714	0.971495
356	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	12606.778116	12614.688660	2	2523.74	2543.07	19.3277	2523.74	7.34981e+08	4.88666e+08	13	23	11	0.990643	0.98484
357	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	5272.670279	5275.967332	8	1061.2	1147.81	86.6086	1075.3	1.9306e+09	4.87416e+08	5	10	6	0.99519	0.925674
358	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	10721.839773	10728.538722	4	1499.42	1577.33	77.9094	1548.5	8.46758e+08	4.86243e+08	11	21	11	0.976719	0.954076
359	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7814.946567	7819.837727	5	3174.2	3202.06	27.868	3187.91	1.10564e+09	4.7844e+08	6	12	7	0.95728	0.932959
360	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	10586.856579	10593.463324	3	1664.38	1682.01	17.6326	1664.38	1.14158e+09	4.75637e+08	12	21	10	0.934244	0.976621
361	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7224.537743	7229.076641	9	2144.88	2228.49	83.6099	2192.11	1.6985e+09	4.75503e+08	6	13	8	0.988102	0.962811
362	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	11147.980570	11154.924192	2	1728.06	1778.48	50.4263	1728.06	7.62193e+08	4.75296e+08	8	21	14	0.987191	0.965661
363	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	15506.350887	15516.061248	42	3917.57	4131.5	213.929	3926.76	7.14178e+09	4.73929e+08	12	28	17	0.99752	0.984385
364	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	11696.081028	11703.360720	17	3287.66	3502.05	214.393	3358.59	2.64012e+09	4.72805e+08	8	20	13	0.977493	0.978326
365	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7689.398829	7694.198175	11	1061.2	1108.85	47.6459	1099.09	3.49565e+09	4.7114e+08	6	15	9	0.996433	0.790048
366	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	15403.229445	15412.876783	9	2670.43	2699.99	29.5616	2691.03	2.59165e+09	4.69921e+08	12	30	19	0.994342	0.987986
367	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	11695.074949	11702.354641	30	3305.73	3515.14	209.407	3370.65	4.59824e+09	4.6964e+08	8	21	14	0.999074	0.977397
368	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	8899.480717	8905.008070	4	3550.71	3588.13	37.4292	3550.71	1.411e+09	4.69261e+08	7	15	9	0.930653	0.961624
369	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7998.646788	8003.640971	3	1254.72	1300.31	45.587	1300.31	9.09553e+08	4.69166e+08	6	15	10	0.991589	0.918231
370	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	15441.305401	15450.979879	3	2688.77	2707.62	18.8497	2691.03	8.72856e+08	4.68665e+08	12	28	16	0.983752	0.969214
371	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	12033.239355	12040.800457	14	3037.36	3104.09	66.7336	3060.83	3.6456e+09	4.67616e+08	8	22	14	0.998246	0.98029
372	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	8867.803320	8873.317176	4	2742.23	2767.79	25.5631	2755.72	7.60929e+08	4.65312e+08	7	16	10	0.991538	0.96429
373	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	11100.660489	11107.581290	2	2468.16	2492.55	24.3887	2468.16	6.14863e+08	4.64876e+08	8	18	11	0.9868	0.954073
374	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7259.495616	7264.050441	35	2044.56	2232.2	187.637	2053.46	6.52034e+09	4.64221e+08	6	14	9	0.994213	0.949194
375	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	5483.644416	5487.060249	13	1336.68	1454.97	118.288	1452.63	3.46025e+09	4.6005e+08	5	10	6	0.998085	0.948567
376	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	5448.693815	5452.096011	8	1571.21	1682.01	110.807	1623.38	1.15608e+09	4.56771e+08	5	10	6	0.978373	0.999172
377	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	10933.912779	10940.728303	7	1575.86	1701.55	125.688	1615.49	1.45057e+09	4.56173e+08	8	21	14	0.989529	0.956743
378	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	11681.984353	11689.264044	7	2977.33	3079.02	101.69	3070.59	1.64709e+09	4.52814e+08	8	19	12	0.939738	0.962342
379	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	5435.702189	5439.088456	16	1372.94	1496.61	123.663	1466.23	2.62128e+09	4.50147e+08	5	10	6	0.997917	0.999939
380	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	13815.549960	13824.164280	16	2015.76	2111.84	96.0767	2024.7	3.81732e+09	4.48493e+08	9	26	16	0.991092	0.969802
381	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	11699.057788	11706.337479	10	3157.56	3203.33	45.7659	3164.36	2.16861e+09	4.46489e+08	8	21	13	0.998551	0.941842
382	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	6659.135807	6663.238639	3	1308.16	1322.86	14.7015	1314.83	6.9986e+08	4.43558e+08	6	13	8	0.995062	0.959341
383	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7780.017440	7784.895096	2	3060.83	3122.32	61.4814	3060.83	4.66872e+08	4.41911e+08	6	13	8	0.805616	0.953914
384	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7643.992166	7648.768938	4	1961	1977.77	16.7729	1970.93	8.87877e+08	4.40683e+08	6	13	8	0.994977	0.911787
385	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	10155.388067	10161.745236	3	2906.1	2934.46	28.3571	2929.17	8.23629e+08	4.40429e+08	7	18	12	0.987913	0.988499
386	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7229.517341	7234.056239	5	2013.11	2100.22	87.1077	2013.11	1.21526e+09	4.36659e+08	6	14	9	0.897768	0.943103
387	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	9221.854622	9227.578782	2	3525.7	3540.84	15.1373	3525.7	6.65447e+08	4.33913e+08	7	14	8	0.80315	0.994856
388	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	9648.413824	9654.473510	8	2827.03	2861.25	34.2148	2835.87	1.671e+09	4.33805e+08	8	18	11	0.994836	0.997347
389	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	10814.909768	10821.659158	4	1721.95	1778.48	56.5334	1731.97	8.50614e+08	4.32249e+08	8	21	13	0.989365	0.923254
390	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	16454.524734	16464.783292	4	3718.65	3743.94	25.2864	3743.94	1.18677e+09	4.31532e+08	13	26	14	0.981685	0.990661
391	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	6344.344876	6348.279394	9	1459.14	1490.53	31.3954	1477.47	1.76626e+09	4.31425e+08	6	12	7	0.98559	0.987355
392	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7260.490823	7265.057027	11	2287.91	2398.26	110.357	2349.68	2.79207e+09	4.31008e+08	6	13	8	0.993246	0.967989
393	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	3795.654652	3797.984289	3	1078.61	1135.25	56.6421	1097.85	9.19323e+08	4.30902e+08	3	7	5	0.953631	0.973575
394	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	11698.012150	11705.291841	2	2972.74	3003.76	31.024	2972.74	5.05663e+08	4.29496e+08	9	19	10	0.928629	0.812048
395	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	10322.405184	10328.864611	5	2015.76	2073.36	57.5982	2068.97	1.00946e+09	4.27729e+08	10	20	11	0.976285	0.96433
396	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	11276.041655	11283.063594	13	1656.14	1717.7	61.559	1664.38	3.20705e+09	4.26104e+08	8	21	14	0.996756	0.957464
397	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7291.348130	7295.916585	7	1308.16	1341.8	33.6399	1336.68	1.61634e+09	4.23326e+08	6	14	9	0.995526	0.934755
398	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7798.990957	7803.868613	8	2954.49	3055.15	100.66	3047.2	1.76687e+09	4.23176e+08	6	13	8	0.972581	0.980193
399	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	13381.053861	13389.417636	25	5332.57	5509.29	176.718	5423.13	3.35316e+09	4.18328e+08	9	24	16	0.9959	0.990855
400	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	15781.549353	15791.429895	10	2742.23	2815.3	73.0677	2754.4	2.72848e+09	4.16713e+08	13	29	17	0.993495	0.945256
401	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	15522.355263	15532.079441	31	3783.73	3913.19	129.466	3836.35	6.90115e+09	4.09022e+08	12	28	17	0.995619	0.978432
402	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7784.997739	7789.875394	3	3087.69	3107	19.3011	3087.69	5.99346e+08	4.0849e+08	6	11	6	0.870866	0.988909
403	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	10947.904002	10954.733516	9	1778.48	1890.28	111.796	1850.91	1.87529e+09	4.0799e+08	8	21	13	0.975285	0.93746
404	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	6664.451199	6668.653919	11	1416.6	1459.14	42.5325	1431.48	2.71459e+09	4.06368e+08	6	13	8	0.994634	0.979463
405	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	12738.787355	12746.763897	13	4468.74	4521.89	53.1519	4483.22	1.65651e+09	4.05435e+08	8	24	16	0.996973	0.993593
406	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7918.733460	7923.677297	13	1114.19	1207.32	93.1342	1115.44	2.77062e+09	4.03974e+08	7	15	9	0.992546	0.932743
407	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7768.030213	7772.893845	2	2929.17	2987.56	58.3911	2987.56	5.35488e+08	4.03513e+08	6	12	7	0.906224	0.968643
408	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	10717.827142	10724.514624	4	1848.26	1890.28	42.0244	1848.26	1.37671e+09	4.03376e+08	8	21	13	0.950666	0.886806
409	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	10406.862885	10413.365678	2	3885.7	3913.19	27.4911	3885.7	5.24665e+08	4.02608e+08	7	17	10	0.895851	0.94759
410	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7617.455145	7622.213891	6	1032.46	1051.59	19.1314	1051.59	1.71325e+09	4.02031e+08	6	14	9	0.985454	0.888501
411	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	5809.752010	5813.358090	2	1566.87	1585.09	18.2215	1566.87	7.7121e+08	3.99507e+08	5	11	7	0.935494	0.848047
412	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7520.002734	7524.711734	5	2523.74	2543.07	19.3277	2533.11	1.01147e+09	3.98767e+08	6	13	8	0.992389	0.992944
413	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	12561.793517	12569.678636	13	2481.73	2520.73	38.9905	2495.99	3.28453e+09	3.9839e+08	13	24	12	0.996476	0.991079
414	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7777.979416	7782.843049	5	3042.01	3060.83	18.8232	3060.83	9.34915e+08	3.97477e+08	6	13	8	0.991947	0.954304
415	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	9938.212687	9944.439789	6	3705.96	3718.65	12.6875	3710.49	1.06991e+09	3.96523e+08	7	18	12	0.998884	0.995217
416	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	25484.220043	25500.186508	2	1718.63	1739.59	20.9668	1718.63	6.74261e+08	3.96336e+08	21	49	12	0.788261	0.649414
417	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	12563.629026	12571.514145	6	3202.06	3221.74	19.6762	3206.77	1.53563e+09	3.96134e+08	8	22	14	0.996927	0.967731
418	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	14410.703260	14419.667035	16	3522.83	3649.11	126.281	3620.81	2.94519e+09	3.95131e+08	11	26	16	0.997028	0.979375
419	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7794.107120	7798.984776	6	2500.81	2515.01	14.2004	2512.92	1.09327e+09	3.94186e+08	7	12	6	0.994235	0.990018
420	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	10974.696381	10981.537330	8	1331.7	1364.68	32.9718	1348.18	1.97764e+09	3.92209e+08	10	22	12	0.992522	0.958684
421	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7574.456059	7579.192307	2	888.945	947.21	58.2648	888.945	5.16559e+08	3.92077e+08	8	14	7	0.967696	0.967287
422	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	8913.491524	8919.023697	15	3466.3	3540.84	74.5389	3515.14	2.21431e+09	3.89475e+08	6	15	10	0.998717	0.995284
423	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	15413.355142	15423.002481	3	2712.54	2735.53	22.9914	2714.12	1.01109e+09	3.87531e+08	14	29	14	0.891501	0.610747
424	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7240.530750	7245.085576	8	2050.1	2199.28	149.182	2082.75	1.44497e+09	3.85835e+08	6	13	8	0.971435	0.972511
425	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	13814.539843	13823.154163	9	2005.48	2073.36	67.8816	2019.87	1.71906e+09	3.83936e+08	10	27	18	0.985945	0.984872
426	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	14451.627460	14460.616002	9	3654.38	3694.76	40.3842	3676.35	2.43846e+09	3.82551e+08	10	28	18	0.997739	0.988499
427	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	5449.696456	5453.098651	3	1585.09	1668.87	83.7822	1623.38	5.51545e+08	3.77788e+08	6	10	5	0.981425	0.984563
428	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	10584.841060	10591.447805	5	1747.29	1790.97	43.6705	1747.29	9.12002e+08	3.77486e+08	10	21	12	0.989449	0.974934
429	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	10703.865355	10710.552837	5	1496.61	1510.33	13.7206	1508.79	1.32515e+09	3.77002e+08	8	21	13	0.973367	0.939984
430	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	10613.851773	10620.483914	17	1783.5	1886.16	102.658	1795.28	3.03937e+09	3.76564e+08	8	21	14	0.996435	0.982467
431	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	11607.983342	11615.196897	8	1664.38	1701.55	37.1718	1682.01	2.13796e+09	3.75822e+08	8	23	15	0.982355	0.866441
432	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	9249.846220	9255.581668	20	3174.2	3282.31	108.114	3262.32	2.96273e+09	3.75197e+08	6	17	12	0.996197	0.968486
433	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	15521.354122	15531.078300	25	3639.4	3918.49	279.096	3810.6	5.09531e+09	3.74612e+08	12	28	17	0.995081	0.977703
434	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7990.017390	7995.011573	5	2977.33	2995.55	18.2217	2982.42	1.06554e+09	3.71928e+08	6	13	8	0.999255	0.954014
435	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7237.543018	7242.081916	4	2280.42	2292.76	12.3418	2283.05	1.056e+09	3.71325e+08	6	14	9	0.980501	0.982474
436	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7634.983139	7639.755664	17	3842.13	3904.14	62.0074	3876.58	2.4164e+09	3.68504e+08	6	14	9	0.998148	0.962052
437	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	12034.254827	12041.815930	5	3070.59	3083.49	12.909	3070.59	1.13149e+09	3.67704e+08	10	20	11	0.967203	0.985938
438	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	10948.922064	10955.751579	3	1833.28	1877.24	43.9603	1848.26	6.98163e+08	3.63363e+08	11	20	10	0.93175	0.98963
439	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7558.437784	7563.160704	5	1239.51	1259.13	19.6233	1248.99	1.16004e+09	3.61103e+08	6	15	10	0.99725	0.837948
440	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	18462.778194	18474.331922	6	3203.33	3267.76	64.434	3221.74	9.18565e+08	3.60445e+08	14	34	20	0.988667	0.989899
441	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	5452.678625	5456.080821	3	1300.31	1314.83	14.524	1300.31	6.95483e+08	3.59865e+08	5	10	6	0.960349	0.939762
442	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7242.520057	7247.074883	32	1955.1	2243.12	288.016	2124.36	5.11738e+09	3.59625e+08	6	14	9	0.989316	0.974887
443	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	11079.620775	11086.514164	3	2383.28	2394.86	11.5875	2383.28	8.33954e+08	3.58873e+08	8	19	11	0.988725	0.98905
444	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7623.405023	7628.177547	13	812.629	884.606	71.9773	871.081	2.7448e+09	3.58647e+08	5	15	11	0.990893	0.889757
445	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	9235.853837	9241.577998	4	3407.1	3440.81	33.7086	3440.81	8.40148e+08	3.57683e+08	7	15	9	0.9355	0.972158
446	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7950.700280	7955.669552	6	1162.62	1274.21	111.591	1229.26	9.93919e+08	3.57551e+08	7	15	9	0.979671	0.92888
447	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	6456.629323	6460.616218	4	3118.81	3210.51	91.7073	3164.36	7.14212e+08	3.54562e+08	6	12	7	0.929494	0.948715
448	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	12611.777333	12619.687876	13	2222.94	2297.96	75.0171	2295.31	2.25157e+09	3.53976e+08	11	23	13	0.996905	0.995538
449	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	8914.479997	8920.012170	9	3255.06	3374.05	118.996	3265.82	1.36683e+09	3.53971e+08	7	16	10	0.959198	0.99757
450	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	10817.917544	10824.666935	7	1674	1723.37	49.3667	1674	1.68023e+09	3.50998e+08	8	21	12	0.923887	0.994859
451	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7967.718605	7972.699316	6	853.741	872.429	18.6877	871.081	1.24115e+09	3.50746e+08	7	15	9	0.989723	0.87772
452	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	11700.083907	11707.374995	5	3162.13	3228.66	66.5255	3162.13	8.25658e+08	3.4913e+08	9	19	11	0.974626	0.961965
453	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	6820.448550	6824.756489	8	2232.2	2302.94	70.7394	2297.96	1.29424e+09	3.48931e+08	5	12	8	0.97722	0.99872
454	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7241.525746	7246.080571	23	2062.81	2245.1	182.295	2082.75	3.99879e+09	3.4782e+08	6	13	8	0.975478	0.974611
455	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	15505.349646	15515.060006	21	3983.54	4131.5	147.959	3983.54	1.89323e+09	3.47473e+08	11	27	16	0.995325	0.981473
456	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7829.931151	7834.824580	4	3003.76	3016.78	13.0109	3003.76	6.64274e+08	3.4629e+08	6	13	8	0.995023	0.99993
457	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	15440.273525	15449.948002	2	2688.77	2706	17.2315	2706	5.0107e+08	3.45663e+08	16	30	13	0.928448	0.984429
458	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	11275.055303	11282.077242	5	1648.53	1718.63	70.091	1689.72	1.05358e+09	3.45649e+08	8	21	13	0.986038	0.964871
459	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	13818.482058	13827.096378	7	1937.13	1973.53	36.408	1940.11	1.53362e+09	3.44391e+08	9	27	17	0.984159	0.990302
460	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	6865.423279	6869.754129	6	2455.3	2487.63	32.3264	2483.62	1.3495e+09	3.44148e+08	5	12	8	0.996837	0.981266
461	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7618.449583	7623.208329	3	1040.57	1051.59	11.0233	1051.59	7.24582e+08	3.43124e+08	7	14	8	0.96469	0.910899
462	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	10340.416308	10346.882525	2	2228.49	2245.1	16.6133	2245.1	4.15766e+08	3.41558e+08	11	19	9	0.908591	0.971612
463	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	10922.907260	10929.722785	2	1723.37	1742.15	18.7795	1723.37	5.87183e+08	3.4121e+08	12	21	9	0.839391	0.90304
464	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	5793.775921	5797.370705	3	1089.73	1108.85	19.1223	1099.09	8.05987e+08	3.38964e+08	5	11	7	0.968455	0.992994
465	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7245.523884	7250.078709	4	2090.18	2205.09	114.914	2111.84	5.85321e+08	3.38224e+08	6	13	8	0.886008	0.984719
466	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	12562.785674	12570.670794	7	2483.62	2523.74	40.1221	2504.76	1.29126e+09	3.37559e+08	12	23	10	0.983913	0.984929
467	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	10353.403282	10359.869499	2	2108.86	2124.36	15.4983	2108.86	4.63828e+08	3.33665e+08	9	20	11	0.977517	0.91151
468	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7260.485340	7265.051543	7	2044.56	2132.87	88.3088	2053.46	1.32921e+09	3.33509e+08	6	14	9	0.982016	0.938315
469	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	7815.941748	7820.832908	3	3184.57	3202.06	17.4946	3184.57	5.91615e+08	3.32073e+08	6	14	8	0.861273	0.93185
470	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	11606.941386	11614.154941	3	1656.14	1697.57	41.4265	1692.36	6.882e+08	3.3181e+08	8	21	13	0.903707	0.720685
471	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	13819.474142	13828.088462	6	1944.96	1970.93	25.9635	1949.02	1.26572e+09	3.31685e+08	9	25	14	0.989989	0.995839
472	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	5843.023187	5846.647266	2	3210.51	3228.66	18.1427	3210.51	4.78027e+08	3.30493e+08	4	8	5	0.84637	0.986554
473	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	10364.424039	10370.901614	7	2712.54	2724.46	11.9165	2719.31	1.48244e+09	3.30426e+08	8	18	11	0.999123	0.988579
474	191018_Mmazei_BR4-1_3_HCD_5sec.mzML	4529.497116	4532.351554	4	2095.16	2106.42	11.2547	2101.61	5.90714e+08	3.29734e+08	4	9	6	0.995229	0.991713
